BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.9396
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3539
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	13.2829
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.6524
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.6034
BANDHAN Corporate Bond Fund - Regular Growth	19.4322
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	11.2932
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6044
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	13.0999
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.6836
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	11.5868
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	32.1888
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.4118
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.5245
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	11.8379
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	29.5330
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.5864
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.7439
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	11.5118
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	27.8108
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.4533
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.5455
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	23.4548
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.4900
